Site_YR,hostcode,site,state,species,sex,svl,stage,P-ACSP,P-CLSP,P-MEMO,P-NEMA,P-COVA,P-RHAB,P-RION,P-BASP,P-TIAU,P-EITA,P-NYCO,P-OPRA,BD_POZ,RV_POZ,ttx_cm2
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_006,PRNTHOWL,CA,TATO,Male,71.9,Adult,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4090.148
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_007,PRNTHOWL,CA,TATO,Male,93.47,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4774.4521
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_008,PRNTHOWL,CA,TATO,Male,72.79,Adult,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3759.853
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_009,PRNTHOWL,CA,TATO,Male,62.11,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3293.9671
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_010,PRNTHOWL,CA,TATO,Male,72.89,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161.7378
PRPND008_2015,PRPND008_20150624_TATO_002,PRPND008,CA,TATO,Male,72.73,Adult,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14448.0276
PRPND012_2015,PRPND012_20150707_TAGR_001,PRPND012,CA,TAGR,Female,73.25,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150418_TATO_001,PRPND014,CA,TATO,Female,66.47,Adult,0,0,0,0,0,2,0,0,0,0,0,0,,0,
PRPND014_2015,PRPND014_20150418_TATO_002,PRPND014,CA,TATO,Female,68.1,Adult,0,0,0,0,0,24,0,0,0,0,0,0,,1,
PRPND014_2015,PRPND014_20150418_TATO_003,PRPND014,CA,TATO,Female,70.83,Adult,0,0,0,0,1,0,0,0,0,0,0,0,,0,
PRPND014_2015,PRPND014_20150418_TATO_004,PRPND014,CA,TATO,Female,78.06,Adult,5,0,0,0,2,0,0,0,0,0,0,0,,0,
PRPND014_2015,PRPND014_20150418_TATO_005,PRPND014,CA,TATO,Female,65.96,Adult,0,0,0,0,0,19,0,0,0,0,0,0,,1,
PRPND014_2015,PRPND014_20150502_TAGR_001,PRPND014,CA,TAGR,Male,73.89,Adult,0,0,0,0,0,0,0,0,0,0,0,0,,0,
PRPND014_2015,PRPND014_20150502_TAGR_106,PRPND014,CA,TAGR,Male,77.47,Adult,0,0,1,0,0,0,0,0,0,0,0,0,,0,
PRPND014_2015,PRPND014_20150513_TAGR_001,PRPND014,CA,TAGR,Male,78.92,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TAGR_002,PRPND014,CA,TAGR,Male,75.38,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TAGR_003,PRPND014,CA,TAGR,Male,65.51,Adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TAGR_004,PRPND014,CA,TAGR,Female,67.18,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115.1499
PRPND014_2015,PRPND014_20150513_TAGR_005,PRPND014,CA,TAGR,Male,84.74,Adult,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TAGR_006,PRPND014,CA,TAGR,Female,57.54,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3269.4893
PRPND014_2015,PRPND014_20150513_TAGR_007,PRPND014,CA,TAGR,Female,81.7,Adult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TAGR_008,PRPND014,CA,TAGR,Male,72.08,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408.1223
PRPND014_2015,PRPND014_20150513_TATO_001,PRPND014,CA,TATO,Female,81.2,Adult,0,0,3,0,3,26,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TATO_002,PRPND014,CA,TATO,Female,61.27,Adult,0,0,0,0,0,146,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TATO_003,PRPND014,CA,TATO,Male,81.37,Adult,0,0,0,0,5,41,0,0,0,0,0,0,0,0,
PRPND014_2015,PRPND014_20150513_TATO_004,PRPND014,CA,TATO,Male,67.42,Adult,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3124.362
PRPND014_2015,PRPND014_20150513_TATO_005,PRPND014,CA,TATO,Male,62.12,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3334.9039
PRPND014_2015,PRPND014_20150513_TATO_006,PRPND014,CA,TATO,Female,65,Adult,0,0,0,0,2,95,0,0,0,0,0,0,1,0,
PRPND014_2015,PRPND014_20150513_TATO_007,PRPND014,CA,TATO,Male,61.39,Adult,0,0,0,0,2,1,0,0,0,0,0,0,1,1,
PRPND015_2015,PRPND015_20150418_TATO_001,PRPND015,CA,TATO,Female,66.25,Adult,0,0,0,0,0,1,0,0,0,0,0,0,,0,
RLSNKGCP_2015,RLSNKGCP_20150604_TATO_001,RLSNKGCP,CA,TATO,Male,80.65,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2184.6908
VPPND001_2015,VPPND001_20150528_TATO_001,VPPND001,CA,TATO,Male,69.09,Adult,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2493.8179
VPPND004_2015,VPPND004_20150528_TATO_002,VPPND004,CA,TATO,Male,76.73,Adult,0,0,0,0,4,10,0,0,0,0,0,0,0,0,2741.2028
VPPND004_2015,VPPND004_20150528_TATO_003,VPPND004,CA,TATO,Male,72.24,Adult,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3252.5529
VPPND004_2015,VPPND004_20150528_TATO_004,VPPND004,CA,TATO,Male,69.52,Adult,0,0,0,0,12,15,0,0,0,0,0,0,0,0,1379.6229
